#Freq(Hz)	Mag(counts/strain)	Phase(rad)
858.9063	1.693086e+017	-2.3014
858.9219	1.693056e+017	-2.3014
858.9375	1.693025e+017	-2.3014
858.9531	1.692995e+017	-2.3014
858.9688	1.692965e+017	-2.3014
858.9844	1.692934e+017	-2.3014
859	1.692904e+017	-2.3015
859.0156	1.692873e+017	-2.3015
859.0313	1.692843e+017	-2.3015
859.0469	1.692813e+017	-2.3015
859.0625	1.692782e+017	-2.3015
859.0781	1.692752e+017	-2.3015
859.0938	1.692722e+017	-2.3016
859.1094	1.692691e+017	-2.3016
859.125	1.692661e+017	-2.3016
859.1406	1.692630e+017	-2.3016
859.1563	1.692600e+017	-2.3016
859.1719	1.692570e+017	-2.3016
859.1875	1.692539e+017	-2.3017
859.2031	1.692509e+017	-2.3017
859.2188	1.692479e+017	-2.3017
859.2344	1.692448e+017	-2.3017
859.25	1.692418e+017	-2.3017
859.2656	1.692387e+017	-2.3017
859.2813	1.692357e+017	-2.3018
859.2969	1.692327e+017	-2.3018
859.3125	1.692296e+017	-2.3018
859.3281	1.692266e+017	-2.3018
859.3438	1.692236e+017	-2.3018
859.3594	1.692205e+017	-2.3018
859.375	1.692175e+017	-2.3019
859.3906	1.692145e+017	-2.3019
859.4063	1.692114e+017	-2.3019
859.4219	1.692084e+017	-2.3019
859.4375	1.692054e+017	-2.3019
859.4531	1.692023e+017	-2.3019
859.4688	1.691993e+017	-2.302
859.4844	1.691963e+017	-2.302
859.5	1.691932e+017	-2.302
859.5156	1.691902e+017	-2.302
859.5313	1.691871e+017	-2.302
859.5469	1.691841e+017	-2.3021
859.5625	1.691811e+017	-2.3021
859.5781	1.691780e+017	-2.3021
859.5938	1.691750e+017	-2.3021
859.6094	1.691720e+017	-2.3021
859.625	1.691689e+017	-2.3021
859.6406	1.691659e+017	-2.3022
859.6563	1.691629e+017	-2.3022
859.6719	1.691598e+017	-2.3022
859.6875	1.691568e+017	-2.3022
859.7031	1.691538e+017	-2.3022
859.7188	1.691507e+017	-2.3022
859.7344	1.691477e+017	-2.3023
859.75	1.691447e+017	-2.3023
859.7656	1.691416e+017	-2.3023
859.7813	1.691386e+017	-2.3023
859.7969	1.691356e+017	-2.3023
859.8125	1.691325e+017	-2.3023
859.8281	1.691295e+017	-2.3024
859.8438	1.691265e+017	-2.3024
859.8594	1.691235e+017	-2.3024
859.875	1.691204e+017	-2.3024
859.8906	1.691174e+017	-2.3024
859.9063	1.691144e+017	-2.3024
859.9219	1.691113e+017	-2.3025
859.9375	1.691083e+017	-2.3025
859.9531	1.691053e+017	-2.3025
859.9688	1.691022e+017	-2.3025
859.9844	1.690992e+017	-2.3025
860	1.690962e+017	-2.3025
860.0156	1.690931e+017	-2.3026
860.0313	1.690901e+017	-2.3026
860.0469	1.690871e+017	-2.3026
860.0625	1.690840e+017	-2.3026
860.0781	1.690810e+017	-2.3026
860.0938	1.690780e+017	-2.3026
860.1094	1.690750e+017	-2.3027
860.125	1.690719e+017	-2.3027
860.1406	1.690689e+017	-2.3027
860.1563	1.690659e+017	-2.3027
860.1719	1.690628e+017	-2.3027
860.1875	1.690598e+017	-2.3028
860.2031	1.690568e+017	-2.3028
860.2188	1.690537e+017	-2.3028
860.2344	1.690507e+017	-2.3028
860.25	1.690477e+017	-2.3028
860.2656	1.690447e+017	-2.3028
860.2813	1.690416e+017	-2.3029
860.2969	1.690386e+017	-2.3029
860.3125	1.690356e+017	-2.3029
860.3281	1.690325e+017	-2.3029
860.3438	1.690295e+017	-2.3029
860.3594	1.690265e+017	-2.3029
860.375	1.690235e+017	-2.303
860.3906	1.690204e+017	-2.303
860.4063	1.690174e+017	-2.303
860.4219	1.690144e+017	-2.303
860.4375	1.690113e+017	-2.303
860.4531	1.690083e+017	-2.303
860.4688	1.690053e+017	-2.3031
860.4844	1.690023e+017	-2.3031
860.5	1.689992e+017	-2.3031
860.5156	1.689962e+017	-2.3031
860.5313	1.689932e+017	-2.3031
860.5469	1.689901e+017	-2.3031
860.5625	1.689871e+017	-2.3032
860.5781	1.689841e+017	-2.3032
860.5938	1.689811e+017	-2.3032
860.6094	1.689780e+017	-2.3032
860.625	1.689750e+017	-2.3032
860.6406	1.689720e+017	-2.3032
860.6563	1.689690e+017	-2.3033
860.6719	1.689659e+017	-2.3033
860.6875	1.689629e+017	-2.3033
860.7031	1.689599e+017	-2.3033
860.7188	1.689568e+017	-2.3033
860.7344	1.689538e+017	-2.3033
860.75	1.689508e+017	-2.3034
860.7656	1.689478e+017	-2.3034
860.7813	1.689447e+017	-2.3034
860.7969	1.689417e+017	-2.3034
860.8125	1.689387e+017	-2.3034
860.8281	1.689357e+017	-2.3034
860.8438	1.689326e+017	-2.3035
860.8594	1.689296e+017	-2.3035
860.875	1.689266e+017	-2.3035
860.8906	1.689236e+017	-2.3035
860.9063	1.689205e+017	-2.3035
860.9219	1.689175e+017	-2.3036
860.9375	1.689145e+017	-2.3036
860.9531	1.689115e+017	-2.3036
860.9688	1.689084e+017	-2.3036
860.9844	1.689054e+017	-2.3036
861	1.689024e+017	-2.3036
861.0156	1.688994e+017	-2.3037
861.0313	1.688963e+017	-2.3037
861.0469	1.688933e+017	-2.3037
861.0625	1.688903e+017	-2.3037
861.0781	1.688873e+017	-2.3037
861.0938	1.688843e+017	-2.3037
861.1094	1.688812e+017	-2.3038
861.125	1.688782e+017	-2.3038
861.1406	1.688752e+017	-2.3038
861.1563	1.688722e+017	-2.3038
861.1719	1.688691e+017	-2.3038
861.1875	1.688661e+017	-2.3038
861.2031	1.688631e+017	-2.3039
861.2188	1.688601e+017	-2.3039
861.2344	1.688570e+017	-2.3039
861.25	1.688540e+017	-2.3039
861.2656	1.688510e+017	-2.3039
861.2813	1.688480e+017	-2.3039
861.2969	1.688450e+017	-2.304
861.3125	1.688419e+017	-2.304
861.3281	1.688389e+017	-2.304
861.3438	1.688359e+017	-2.304
861.3594	1.688329e+017	-2.304
861.375	1.688298e+017	-2.304
861.3906	1.688268e+017	-2.3041
861.4063	1.688238e+017	-2.3041
861.4219	1.688208e+017	-2.3041
861.4375	1.688178e+017	-2.3041
861.4531	1.688147e+017	-2.3041
861.4688	1.688117e+017	-2.3041
861.4844	1.688087e+017	-2.3042
861.5	1.688057e+017	-2.3042
861.5156	1.688027e+017	-2.3042
861.5313	1.687996e+017	-2.3042
861.5469	1.687966e+017	-2.3042
861.5625	1.687936e+017	-2.3043
861.5781	1.687906e+017	-2.3043
861.5938	1.687876e+017	-2.3043
861.6094	1.687845e+017	-2.3043
861.625	1.687815e+017	-2.3043
861.6406	1.687785e+017	-2.3043
861.6563	1.687755e+017	-2.3044
861.6719	1.687725e+017	-2.3044
861.6875	1.687694e+017	-2.3044
861.7031	1.687664e+017	-2.3044
861.7188	1.687634e+017	-2.3044
861.7344	1.687604e+017	-2.3044
861.75	1.687574e+017	-2.3045
861.7656	1.687543e+017	-2.3045
861.7813	1.687513e+017	-2.3045
861.7969	1.687483e+017	-2.3045
861.8125	1.687453e+017	-2.3045
861.8281	1.687423e+017	-2.3045
861.8438	1.687392e+017	-2.3046
861.8594	1.687362e+017	-2.3046
861.875	1.687332e+017	-2.3046
861.8906	1.687302e+017	-2.3046
861.9063	1.687272e+017	-2.3046
861.9219	1.687242e+017	-2.3046
861.9375	1.687211e+017	-2.3047
861.9531	1.687181e+017	-2.3047
861.9688	1.687151e+017	-2.3047
861.9844	1.687121e+017	-2.3047
862	1.687091e+017	-2.3047
862.0156	1.687061e+017	-2.3047
862.0313	1.687030e+017	-2.3048
862.0469	1.687000e+017	-2.3048
862.0625	1.686970e+017	-2.3048
862.0781	1.686940e+017	-2.3048
862.0938	1.686910e+017	-2.3048
862.1094	1.686880e+017	-2.3048
862.125	1.686849e+017	-2.3049
862.1406	1.686819e+017	-2.3049
862.1563	1.686789e+017	-2.3049
862.1719	1.686759e+017	-2.3049
862.1875	1.686729e+017	-2.3049
862.2031	1.686699e+017	-2.3049
862.2188	1.686668e+017	-2.305
862.2344	1.686638e+017	-2.305
862.25	1.686608e+017	-2.305
862.2656	1.686578e+017	-2.305
862.2813	1.686548e+017	-2.305
862.2969	1.686518e+017	-2.3051
862.3125	1.686487e+017	-2.3051
862.3281	1.686457e+017	-2.3051
862.3438	1.686427e+017	-2.3051
862.3594	1.686397e+017	-2.3051
862.375	1.686367e+017	-2.3051
862.3906	1.686337e+017	-2.3052
862.4063	1.686307e+017	-2.3052
862.4219	1.686276e+017	-2.3052
862.4375	1.686246e+017	-2.3052
862.4531	1.686216e+017	-2.3052
862.4688	1.686186e+017	-2.3052
862.4844	1.686156e+017	-2.3053
862.5	1.686126e+017	-2.3053
862.5156	1.686096e+017	-2.3053
862.5313	1.686065e+017	-2.3053
862.5469	1.686035e+017	-2.3053
862.5625	1.686005e+017	-2.3053
862.5781	1.685975e+017	-2.3054
862.5938	1.685945e+017	-2.3054
862.6094	1.685915e+017	-2.3054
862.625	1.685885e+017	-2.3054
862.6406	1.685855e+017	-2.3054
862.6563	1.685824e+017	-2.3054
862.6719	1.685794e+017	-2.3055
862.6875	1.685764e+017	-2.3055
862.7031	1.685734e+017	-2.3055
862.7188	1.685704e+017	-2.3055
862.7344	1.685674e+017	-2.3055
862.75	1.685644e+017	-2.3055
862.7656	1.685614e+017	-2.3056
862.7813	1.685583e+017	-2.3056
862.7969	1.685553e+017	-2.3056
862.8125	1.685523e+017	-2.3056
862.8281	1.685493e+017	-2.3056
862.8438	1.685463e+017	-2.3056
862.8594	1.685433e+017	-2.3057
862.875	1.685403e+017	-2.3057
862.8906	1.685373e+017	-2.3057
862.9063	1.685342e+017	-2.3057
862.9219	1.685312e+017	-2.3057
862.9375	1.685282e+017	-2.3058
862.9531	1.685252e+017	-2.3058
862.9688	1.685222e+017	-2.3058
862.9844	1.685192e+017	-2.3058
863	1.685162e+017	-2.3058
863.0156	1.685132e+017	-2.3058
863.0313	1.685102e+017	-2.3059
863.0469	1.685072e+017	-2.3059
863.0625	1.685041e+017	-2.3059
863.0781	1.685011e+017	-2.3059
863.0938	1.684981e+017	-2.3059
863.1094	1.684951e+017	-2.3059
863.125	1.684921e+017	-2.306
863.1406	1.684891e+017	-2.306
863.1563	1.684861e+017	-2.306
863.1719	1.684831e+017	-2.306
863.1875	1.684801e+017	-2.306
863.2031	1.684771e+017	-2.306
863.2188	1.684740e+017	-2.3061
863.2344	1.684710e+017	-2.3061
863.25	1.684680e+017	-2.3061
863.2656	1.684650e+017	-2.3061
863.2813	1.684620e+017	-2.3061
863.2969	1.684590e+017	-2.3061
863.3125	1.684560e+017	-2.3062
863.3281	1.684530e+017	-2.3062
863.3438	1.684500e+017	-2.3062
863.3594	1.684470e+017	-2.3062
863.375	1.684440e+017	-2.3062
863.3906	1.684410e+017	-2.3062
863.4063	1.684379e+017	-2.3063
863.4219	1.684349e+017	-2.3063
863.4375	1.684319e+017	-2.3063
863.4531	1.684289e+017	-2.3063
863.4688	1.684259e+017	-2.3063
863.4844	1.684229e+017	-2.3063
863.5	1.684199e+017	-2.3064
863.5156	1.684169e+017	-2.3064
863.5313	1.684139e+017	-2.3064
863.5469	1.684109e+017	-2.3064
863.5625	1.684079e+017	-2.3064
863.5781	1.684049e+017	-2.3064
863.5938	1.684019e+017	-2.3065
863.6094	1.683989e+017	-2.3065
863.625	1.683959e+017	-2.3065
863.6406	1.683928e+017	-2.3065
863.6563	1.683898e+017	-2.3065
863.6719	1.683868e+017	-2.3066
863.6875	1.683838e+017	-2.3066
863.7031	1.683808e+017	-2.3066
863.7188	1.683778e+017	-2.3066
863.7344	1.683748e+017	-2.3066
863.75	1.683718e+017	-2.3066
863.7656	1.683688e+017	-2.3067
863.7813	1.683658e+017	-2.3067
863.7969	1.683628e+017	-2.3067
863.8125	1.683598e+017	-2.3067
863.8281	1.683568e+017	-2.3067
863.8438	1.683538e+017	-2.3067
863.8594	1.683508e+017	-2.3068
863.875	1.683478e+017	-2.3068
863.8906	1.683448e+017	-2.3068
863.9063	1.683418e+017	-2.3068
863.9219	1.683388e+017	-2.3068
863.9375	1.683358e+017	-2.3068
863.9531	1.683327e+017	-2.3069
863.9688	1.683297e+017	-2.3069
863.9844	1.683267e+017	-2.3069
864	1.683237e+017	-2.3069
864.0156	1.683207e+017	-2.3069
864.0313	1.683177e+017	-2.3069
864.0469	1.683147e+017	-2.307
864.0625	1.683117e+017	-2.307
864.0781	1.683087e+017	-2.307
864.0938	1.683057e+017	-2.307
864.1094	1.683027e+017	-2.307
864.125	1.682997e+017	-2.307
864.1406	1.682967e+017	-2.3071
864.1563	1.682937e+017	-2.3071
864.1719	1.682907e+017	-2.3071
864.1875	1.682877e+017	-2.3071
864.2031	1.682847e+017	-2.3071
864.2188	1.682817e+017	-2.3071
864.2344	1.682787e+017	-2.3072
864.25	1.682757e+017	-2.3072
864.2656	1.682727e+017	-2.3072
864.2813	1.682697e+017	-2.3072
864.2969	1.682667e+017	-2.3072
864.3125	1.682637e+017	-2.3072
864.3281	1.682607e+017	-2.3073
864.3438	1.682577e+017	-2.3073
864.3594	1.682547e+017	-2.3073
864.375	1.682517e+017	-2.3073
864.3906	1.682487e+017	-2.3073
864.4063	1.682457e+017	-2.3074
864.4219	1.682427e+017	-2.3074
864.4375	1.682397e+017	-2.3074
864.4531	1.682367e+017	-2.3074
864.4688	1.682337e+017	-2.3074
864.4844	1.682307e+017	-2.3074
864.5	1.682277e+017	-2.3075
864.5156	1.682247e+017	-2.3075
864.5313	1.682217e+017	-2.3075
864.5469	1.682187e+017	-2.3075
864.5625	1.682157e+017	-2.3075
864.5781	1.682127e+017	-2.3075
864.5938	1.682097e+017	-2.3076
864.6094	1.682067e+017	-2.3076
864.625	1.682037e+017	-2.3076
864.6406	1.682007e+017	-2.3076
864.6563	1.681977e+017	-2.3076
864.6719	1.681947e+017	-2.3076
864.6875	1.681917e+017	-2.3077
864.7031	1.681887e+017	-2.3077
864.7188	1.681857e+017	-2.3077
864.7344	1.681827e+017	-2.3077
864.75	1.681797e+017	-2.3077
864.7656	1.681767e+017	-2.3077
864.7813	1.681737e+017	-2.3078
864.7969	1.681707e+017	-2.3078
864.8125	1.681677e+017	-2.3078
864.8281	1.681647e+017	-2.3078
864.8438	1.681617e+017	-2.3078
864.8594	1.681587e+017	-2.3078
864.875	1.681557e+017	-2.3079
864.8906	1.681527e+017	-2.3079
864.9063	1.681497e+017	-2.3079
864.9219	1.681467e+017	-2.3079
864.9375	1.681437e+017	-2.3079
864.9531	1.681407e+017	-2.3079
864.9688	1.681377e+017	-2.308
864.9844	1.681347e+017	-2.308
865	1.681317e+017	-2.308
865.0156	1.681287e+017	-2.308
865.0313	1.681257e+017	-2.308
865.0469	1.681227e+017	-2.3081
865.0625	1.681197e+017	-2.3081
865.0781	1.681167e+017	-2.3081
865.0938	1.681138e+017	-2.3081
865.1094	1.681108e+017	-2.3081
865.125	1.681078e+017	-2.3081
865.1406	1.681048e+017	-2.3082
865.1563	1.681018e+017	-2.3082
865.1719	1.680988e+017	-2.3082
865.1875	1.680958e+017	-2.3082
865.2031	1.680928e+017	-2.3082
865.2188	1.680898e+017	-2.3082
865.2344	1.680868e+017	-2.3083
865.25	1.680838e+017	-2.3083
865.2656	1.680808e+017	-2.3083
865.2813	1.680778e+017	-2.3083
865.2969	1.680748e+017	-2.3083
865.3125	1.680718e+017	-2.3083
865.3281	1.680688e+017	-2.3084
865.3438	1.680658e+017	-2.3084
865.3594	1.680628e+017	-2.3084
865.375	1.680598e+017	-2.3084
865.3906	1.680568e+017	-2.3084
865.4063	1.680539e+017	-2.3084
865.4219	1.680509e+017	-2.3085
865.4375	1.680479e+017	-2.3085
865.4531	1.680449e+017	-2.3085
865.4688	1.680419e+017	-2.3085
865.4844	1.680389e+017	-2.3085
865.5	1.680359e+017	-2.3085
865.5156	1.680329e+017	-2.3086
865.5313	1.680299e+017	-2.3086
865.5469	1.680269e+017	-2.3086
865.5625	1.680239e+017	-2.3086
865.5781	1.680209e+017	-2.3086
865.5938	1.680179e+017	-2.3086
865.6094	1.680149e+017	-2.3087
865.625	1.680119e+017	-2.3087
865.6406	1.680090e+017	-2.3087
865.6563	1.680060e+017	-2.3087
865.6719	1.680030e+017	-2.3087
865.6875	1.680000e+017	-2.3087
865.7031	1.679970e+017	-2.3088
865.7188	1.679940e+017	-2.3088
865.7344	1.679910e+017	-2.3088
865.75	1.679880e+017	-2.3088
865.7656	1.679850e+017	-2.3088
865.7813	1.679820e+017	-2.3089
865.7969	1.679790e+017	-2.3089
865.8125	1.679760e+017	-2.3089
865.8281	1.679731e+017	-2.3089
865.8438	1.679701e+017	-2.3089
865.8594	1.679671e+017	-2.3089
865.875	1.679641e+017	-2.309
865.8906	1.679611e+017	-2.309
865.9063	1.679581e+017	-2.309
865.9219	1.679551e+017	-2.309
865.9375	1.679521e+017	-2.309
865.9531	1.679491e+017	-2.309
865.9688	1.679461e+017	-2.3091
865.9844	1.679431e+017	-2.3091
866	1.679402e+017	-2.3091
866.0156	1.679372e+017	-2.3091
866.0313	1.679342e+017	-2.3091
866.0469	1.679312e+017	-2.3091
866.0625	1.679282e+017	-2.3092
866.0781	1.679252e+017	-2.3092
866.0938	1.679222e+017	-2.3092
866.1094	1.679192e+017	-2.3092
866.125	1.679162e+017	-2.3092
866.1406	1.679133e+017	-2.3092
866.1563	1.679103e+017	-2.3093
866.1719	1.679073e+017	-2.3093
866.1875	1.679043e+017	-2.3093
866.2031	1.679013e+017	-2.3093
866.2188	1.678983e+017	-2.3093
866.2344	1.678953e+017	-2.3093
866.25	1.678923e+017	-2.3094
866.2656	1.678893e+017	-2.3094
866.2813	1.678864e+017	-2.3094
866.2969	1.678834e+017	-2.3094
866.3125	1.678804e+017	-2.3094
866.3281	1.678774e+017	-2.3094
866.3438	1.678744e+017	-2.3095
866.3594	1.678714e+017	-2.3095
866.375	1.678684e+017	-2.3095
866.3906	1.678654e+017	-2.3095
866.4063	1.678625e+017	-2.3095
866.4219	1.678595e+017	-2.3095
866.4375	1.678565e+017	-2.3096
866.4531	1.678535e+017	-2.3096
866.4688	1.678505e+017	-2.3096
866.4844	1.678475e+017	-2.3096
866.5	1.678445e+017	-2.3096
866.5156	1.678415e+017	-2.3097
866.5313	1.678386e+017	-2.3097
866.5469	1.678356e+017	-2.3097
866.5625	1.678326e+017	-2.3097
866.5781	1.678296e+017	-2.3097
866.5938	1.678266e+017	-2.3097
866.6094	1.678236e+017	-2.3098
866.625	1.678206e+017	-2.3098
866.6406	1.678177e+017	-2.3098
866.6563	1.678147e+017	-2.3098
866.6719	1.678117e+017	-2.3098
866.6875	1.678087e+017	-2.3098
866.7031	1.678057e+017	-2.3099
866.7188	1.678027e+017	-2.3099
866.7344	1.677998e+017	-2.3099
866.75	1.677968e+017	-2.3099
866.7656	1.677938e+017	-2.3099
866.7813	1.677908e+017	-2.3099
866.7969	1.677878e+017	-2.31
866.8125	1.677848e+017	-2.31
866.8281	1.677818e+017	-2.31
866.8438	1.677789e+017	-2.31
866.8594	1.677759e+017	-2.31
866.875	1.677729e+017	-2.31
866.8906	1.677699e+017	-2.3101
866.9063	1.677669e+017	-2.3101
866.9219	1.677639e+017	-2.3101
866.9375	1.677610e+017	-2.3101
866.9531	1.677580e+017	-2.3101
866.9688	1.677550e+017	-2.3101
866.9844	1.677520e+017	-2.3102
867	1.677490e+017	-2.3102
867.0156	1.677460e+017	-2.3102
867.0313	1.677431e+017	-2.3102
867.0469	1.677401e+017	-2.3102
867.0625	1.677371e+017	-2.3102
867.0781	1.677341e+017	-2.3103
867.0938	1.677311e+017	-2.3103
867.1094	1.677281e+017	-2.3103
867.125	1.677252e+017	-2.3103
867.1406	1.677222e+017	-2.3103
867.1563	1.677192e+017	-2.3103
867.1719	1.677162e+017	-2.3104
867.1875	1.677132e+017	-2.3104
867.2031	1.677103e+017	-2.3104
867.2188	1.677073e+017	-2.3104
867.2344	1.677043e+017	-2.3104
867.25	1.677013e+017	-2.3105
867.2656	1.676983e+017	-2.3105
867.2813	1.676953e+017	-2.3105
867.2969	1.676924e+017	-2.3105
867.3125	1.676894e+017	-2.3105
867.3281	1.676864e+017	-2.3105
867.3438	1.676834e+017	-2.3106
867.3594	1.676804e+017	-2.3106
867.375	1.676775e+017	-2.3106
867.3906	1.676745e+017	-2.3106
867.4063	1.676715e+017	-2.3106
867.4219	1.676685e+017	-2.3106
867.4375	1.676655e+017	-2.3107
867.4531	1.676626e+017	-2.3107
867.4688	1.676596e+017	-2.3107
867.4844	1.676566e+017	-2.3107
867.5	1.676536e+017	-2.3107
867.5156	1.676506e+017	-2.3107
867.5313	1.676477e+017	-2.3108
867.5469	1.676447e+017	-2.3108
867.5625	1.676417e+017	-2.3108
867.5781	1.676387e+017	-2.3108
867.5938	1.676357e+017	-2.3108
867.6094	1.676328e+017	-2.3108
867.625	1.676298e+017	-2.3109
867.6406	1.676268e+017	-2.3109
867.6563	1.676238e+017	-2.3109
867.6719	1.676208e+017	-2.3109
867.6875	1.676179e+017	-2.3109
867.7031	1.676149e+017	-2.3109
867.7188	1.676119e+017	-2.311
867.7344	1.676089e+017	-2.311
867.75	1.676060e+017	-2.311
867.7656	1.676030e+017	-2.311
867.7813	1.676000e+017	-2.311
867.7969	1.675970e+017	-2.311
867.8125	1.675940e+017	-2.3111
867.8281	1.675911e+017	-2.3111
867.8438	1.675881e+017	-2.3111
867.8594	1.675851e+017	-2.3111
867.875	1.675821e+017	-2.3111
867.8906	1.675792e+017	-2.3111
867.9063	1.675762e+017	-2.3112
867.9219	1.675732e+017	-2.3112
867.9375	1.675702e+017	-2.3112
867.9531	1.675672e+017	-2.3112
867.9688	1.675643e+017	-2.3112
867.9844	1.675613e+017	-2.3113
868	1.675583e+017	-2.3113
868.0156	1.675553e+017	-2.3113
868.0313	1.675524e+017	-2.3113
868.0469	1.675494e+017	-2.3113
868.0625	1.675464e+017	-2.3113
868.0781	1.675434e+017	-2.3114
868.0938	1.675405e+017	-2.3114
868.1094	1.675375e+017	-2.3114
868.125	1.675345e+017	-2.3114
868.1406	1.675315e+017	-2.3114
868.1563	1.675286e+017	-2.3114
868.1719	1.675256e+017	-2.3115
868.1875	1.675226e+017	-2.3115
868.2031	1.675196e+017	-2.3115
868.2188	1.675167e+017	-2.3115
868.2344	1.675137e+017	-2.3115
868.25	1.675107e+017	-2.3115
868.2656	1.675077e+017	-2.3116
868.2813	1.675048e+017	-2.3116
868.2969	1.675018e+017	-2.3116
868.3125	1.674988e+017	-2.3116
868.3281	1.674958e+017	-2.3116
868.3438	1.674929e+017	-2.3116
868.3594	1.674899e+017	-2.3117
868.375	1.674869e+017	-2.3117
868.3906	1.674839e+017	-2.3117
868.4063	1.674810e+017	-2.3117
868.4219	1.674780e+017	-2.3117
868.4375	1.674750e+017	-2.3117
868.4531	1.674721e+017	-2.3118
868.4688	1.674691e+017	-2.3118
868.4844	1.674661e+017	-2.3118
868.5	1.674631e+017	-2.3118
868.5156	1.674602e+017	-2.3118
868.5313	1.674572e+017	-2.3118
868.5469	1.674542e+017	-2.3119
868.5625	1.674512e+017	-2.3119
868.5781	1.674483e+017	-2.3119
868.5938	1.674453e+017	-2.3119
868.6094	1.674423e+017	-2.3119
868.625	1.674394e+017	-2.3119
868.6406	1.674364e+017	-2.312
868.6563	1.674334e+017	-2.312
868.6719	1.674304e+017	-2.312
868.6875	1.674275e+017	-2.312
868.7031	1.674245e+017	-2.312
868.7188	1.674215e+017	-2.3121
868.7344	1.674185e+017	-2.3121
868.75	1.674156e+017	-2.3121
868.7656	1.674126e+017	-2.3121
868.7813	1.674096e+017	-2.3121
868.7969	1.674067e+017	-2.3121
868.8125	1.674037e+017	-2.3122
868.8281	1.674007e+017	-2.3122
868.8438	1.673978e+017	-2.3122
868.8594	1.673948e+017	-2.3122
868.875	1.673918e+017	-2.3122
868.8906	1.673888e+017	-2.3122
868.9063	1.673859e+017	-2.3123
868.9219	1.673829e+017	-2.3123
868.9375	1.673799e+017	-2.3123
868.9531	1.673770e+017	-2.3123
868.9688	1.673740e+017	-2.3123
868.9844	1.673710e+017	-2.3123
869	1.673680e+017	-2.3124
869.0156	1.673651e+017	-2.3124
869.0313	1.673621e+017	-2.3124
869.0469	1.673591e+017	-2.3124
869.0625	1.673562e+017	-2.3124
869.0781	1.673532e+017	-2.3124
869.0938	1.673502e+017	-2.3125
869.1094	1.673473e+017	-2.3125
869.125	1.673443e+017	-2.3125
869.1406	1.673413e+017	-2.3125
869.1563	1.673384e+017	-2.3125
869.1719	1.673354e+017	-2.3125
869.1875	1.673324e+017	-2.3126
869.2031	1.673295e+017	-2.3126
869.2188	1.673265e+017	-2.3126
869.2344	1.673235e+017	-2.3126
869.25	1.673205e+017	-2.3126
869.2656	1.673176e+017	-2.3126
869.2813	1.673146e+017	-2.3127
869.2969	1.673116e+017	-2.3127
869.3125	1.673087e+017	-2.3127
869.3281	1.673057e+017	-2.3127
869.3438	1.673027e+017	-2.3127
869.3594	1.672998e+017	-2.3127
869.375	1.672968e+017	-2.3128
869.3906	1.672938e+017	-2.3128
869.4063	1.672909e+017	-2.3128
869.4219	1.672879e+017	-2.3128
869.4375	1.672849e+017	-2.3128
869.4531	1.672820e+017	-2.3129
869.4688	1.672790e+017	-2.3129
869.4844	1.672760e+017	-2.3129
869.5	1.672731e+017	-2.3129
869.5156	1.672701e+017	-2.3129
869.5313	1.672671e+017	-2.3129
869.5469	1.672642e+017	-2.313
869.5625	1.672612e+017	-2.313
869.5781	1.672582e+017	-2.313
869.5938	1.672553e+017	-2.313
869.6094	1.672523e+017	-2.313
869.625	1.672493e+017	-2.313
869.6406	1.672464e+017	-2.3131
869.6563	1.672434e+017	-2.3131
869.6719	1.672405e+017	-2.3131
869.6875	1.672375e+017	-2.3131
869.7031	1.672345e+017	-2.3131
869.7188	1.672316e+017	-2.3131
869.7344	1.672286e+017	-2.3132
869.75	1.672256e+017	-2.3132
869.7656	1.672227e+017	-2.3132
869.7813	1.672197e+017	-2.3132
869.7969	1.672167e+017	-2.3132
869.8125	1.672138e+017	-2.3132
869.8281	1.672108e+017	-2.3133
869.8438	1.672078e+017	-2.3133
869.8594	1.672049e+017	-2.3133
869.875	1.672019e+017	-2.3133
869.8906	1.671990e+017	-2.3133
869.9063	1.671960e+017	-2.3133
869.9219	1.671930e+017	-2.3134
869.9375	1.671901e+017	-2.3134
869.9531	1.671871e+017	-2.3134
869.9688	1.671841e+017	-2.3134
869.9844	1.671812e+017	-2.3134
870	1.671782e+017	-2.3134
870.0156	1.671752e+017	-2.3135
870.0313	1.671723e+017	-2.3135
870.0469	1.671693e+017	-2.3135
870.0625	1.671664e+017	-2.3135
870.0781	1.671634e+017	-2.3135
870.0938	1.671604e+017	-2.3135
870.1094	1.671575e+017	-2.3136
870.125	1.671545e+017	-2.3136
870.1406	1.671515e+017	-2.3136
870.1563	1.671486e+017	-2.3136
870.1719	1.671456e+017	-2.3136
870.1875	1.671427e+017	-2.3137
870.2031	1.671397e+017	-2.3137
870.2188	1.671367e+017	-2.3137
870.2344	1.671338e+017	-2.3137
870.25	1.671308e+017	-2.3137
870.2656	1.671279e+017	-2.3137
870.2813	1.671249e+017	-2.3138
870.2969	1.671219e+017	-2.3138
870.3125	1.671190e+017	-2.3138
870.3281	1.671160e+017	-2.3138
870.3438	1.671131e+017	-2.3138
870.3594	1.671101e+017	-2.3138
870.375	1.671071e+017	-2.3139
870.3906	1.671042e+017	-2.3139
870.4063	1.671012e+017	-2.3139
870.4219	1.670983e+017	-2.3139
870.4375	1.670953e+017	-2.3139
870.4531	1.670923e+017	-2.3139
870.4688	1.670894e+017	-2.314
870.4844	1.670864e+017	-2.314
870.5	1.670835e+017	-2.314
870.5156	1.670805e+017	-2.314
870.5313	1.670775e+017	-2.314
