#Freq(Hz)	Mag(counts/strain)	Phase(rad)
870.5469	1.670746e+017	-2.314
870.5625	1.670716e+017	-2.3141
870.5781	1.670687e+017	-2.3141
870.5938	1.670657e+017	-2.3141
870.6094	1.670627e+017	-2.3141
870.625	1.670598e+017	-2.3141
870.6406	1.670568e+017	-2.3141
870.6563	1.670539e+017	-2.3142
870.6719	1.670509e+017	-2.3142
870.6875	1.670479e+017	-2.3142
870.7031	1.670450e+017	-2.3142
870.7188	1.670420e+017	-2.3142
870.7344	1.670391e+017	-2.3142
870.75	1.670361e+017	-2.3143
870.7656	1.670332e+017	-2.3143
870.7813	1.670302e+017	-2.3143
870.7969	1.670272e+017	-2.3143
870.8125	1.670243e+017	-2.3143
870.8281	1.670213e+017	-2.3143
870.8438	1.670184e+017	-2.3144
870.8594	1.670154e+017	-2.3144
870.875	1.670125e+017	-2.3144
870.8906	1.670095e+017	-2.3144
870.9063	1.670065e+017	-2.3144
870.9219	1.670036e+017	-2.3145
870.9375	1.670006e+017	-2.3145
870.9531	1.669977e+017	-2.3145
870.9688	1.669947e+017	-2.3145
870.9844	1.669918e+017	-2.3145
871	1.669888e+017	-2.3145
871.0156	1.669858e+017	-2.3146
871.0313	1.669829e+017	-2.3146
871.0469	1.669799e+017	-2.3146
871.0625	1.669770e+017	-2.3146
871.0781	1.669740e+017	-2.3146
871.0938	1.669711e+017	-2.3146
871.1094	1.669681e+017	-2.3147
871.125	1.669652e+017	-2.3147
871.1406	1.669622e+017	-2.3147
871.1563	1.669592e+017	-2.3147
871.1719	1.669563e+017	-2.3147
871.1875	1.669533e+017	-2.3147
871.2031	1.669504e+017	-2.3148
871.2188	1.669474e+017	-2.3148
871.2344	1.669445e+017	-2.3148
871.25	1.669415e+017	-2.3148
871.2656	1.669386e+017	-2.3148
871.2813	1.669356e+017	-2.3148
871.2969	1.669327e+017	-2.3149
871.3125	1.669297e+017	-2.3149
871.3281	1.669267e+017	-2.3149
871.3438	1.669238e+017	-2.3149
871.3594	1.669208e+017	-2.3149
871.375	1.669179e+017	-2.3149
871.3906	1.669149e+017	-2.315
871.4063	1.669120e+017	-2.315
871.4219	1.669090e+017	-2.315
871.4375	1.669061e+017	-2.315
871.4531	1.669031e+017	-2.315
871.4688	1.669002e+017	-2.315
871.4844	1.668972e+017	-2.3151
871.5	1.668943e+017	-2.3151
871.5156	1.668913e+017	-2.3151
871.5313	1.668884e+017	-2.3151
871.5469	1.668854e+017	-2.3151
871.5625	1.668824e+017	-2.3151
871.5781	1.668795e+017	-2.3152
871.5938	1.668765e+017	-2.3152
871.6094	1.668736e+017	-2.3152
871.625	1.668706e+017	-2.3152
871.6406	1.668677e+017	-2.3152
871.6563	1.668647e+017	-2.3152
871.6719	1.668618e+017	-2.3153
871.6875	1.668588e+017	-2.3153
871.7031	1.668559e+017	-2.3153
871.7188	1.668529e+017	-2.3153
871.7344	1.668500e+017	-2.3153
871.75	1.668470e+017	-2.3154
871.7656	1.668441e+017	-2.3154
871.7813	1.668411e+017	-2.3154
871.7969	1.668382e+017	-2.3154
871.8125	1.668352e+017	-2.3154
871.8281	1.668323e+017	-2.3154
871.8438	1.668293e+017	-2.3155
871.8594	1.668264e+017	-2.3155
871.875	1.668234e+017	-2.3155
871.8906	1.668205e+017	-2.3155
871.9063	1.668175e+017	-2.3155
871.9219	1.668146e+017	-2.3155
871.9375	1.668116e+017	-2.3156
871.9531	1.668087e+017	-2.3156
871.9688	1.668057e+017	-2.3156
871.9844	1.668028e+017	-2.3156
872	1.667998e+017	-2.3156
872.0156	1.667969e+017	-2.3156
872.0313	1.667939e+017	-2.3157
872.0469	1.667910e+017	-2.3157
872.0625	1.667880e+017	-2.3157
872.0781	1.667851e+017	-2.3157
872.0938	1.667821e+017	-2.3157
872.1094	1.667792e+017	-2.3157
872.125	1.667762e+017	-2.3158
872.1406	1.667733e+017	-2.3158
872.1563	1.667703e+017	-2.3158
872.1719	1.667674e+017	-2.3158
872.1875	1.667644e+017	-2.3158
872.2031	1.667615e+017	-2.3158
872.2188	1.667585e+017	-2.3159
872.2344	1.667556e+017	-2.3159
872.25	1.667526e+017	-2.3159
872.2656	1.667497e+017	-2.3159
872.2813	1.667467e+017	-2.3159
872.2969	1.667438e+017	-2.3159
872.3125	1.667409e+017	-2.316
872.3281	1.667379e+017	-2.316
872.3438	1.667350e+017	-2.316
872.3594	1.667320e+017	-2.316
872.375	1.667291e+017	-2.316
872.3906	1.667261e+017	-2.316
872.4063	1.667232e+017	-2.3161
872.4219	1.667202e+017	-2.3161
872.4375	1.667173e+017	-2.3161
872.4531	1.667143e+017	-2.3161
872.4688	1.667114e+017	-2.3161
872.4844	1.667084e+017	-2.3162
872.5	1.667055e+017	-2.3162
872.5156	1.667025e+017	-2.3162
872.5313	1.666996e+017	-2.3162
872.5469	1.666967e+017	-2.3162
872.5625	1.666937e+017	-2.3162
872.5781	1.666908e+017	-2.3163
872.5938	1.666878e+017	-2.3163
872.6094	1.666849e+017	-2.3163
872.625	1.666819e+017	-2.3163
872.6406	1.666790e+017	-2.3163
872.6563	1.666760e+017	-2.3163
872.6719	1.666731e+017	-2.3164
872.6875	1.666701e+017	-2.3164
872.7031	1.666672e+017	-2.3164
872.7188	1.666643e+017	-2.3164
872.7344	1.666613e+017	-2.3164
872.75	1.666584e+017	-2.3164
872.7656	1.666554e+017	-2.3165
872.7813	1.666525e+017	-2.3165
872.7969	1.666495e+017	-2.3165
872.8125	1.666466e+017	-2.3165
872.8281	1.666436e+017	-2.3165
872.8438	1.666407e+017	-2.3165
872.8594	1.666378e+017	-2.3166
872.875	1.666348e+017	-2.3166
872.8906	1.666319e+017	-2.3166
872.9063	1.666289e+017	-2.3166
872.9219	1.666260e+017	-2.3166
872.9375	1.666230e+017	-2.3166
872.9531	1.666201e+017	-2.3167
872.9688	1.666171e+017	-2.3167
872.9844	1.666142e+017	-2.3167
873	1.666113e+017	-2.3167
873.0156	1.666083e+017	-2.3167
873.0313	1.666054e+017	-2.3167
873.0469	1.666024e+017	-2.3168
873.0625	1.665995e+017	-2.3168
873.0781	1.665966e+017	-2.3168
873.0938	1.665936e+017	-2.3168
873.1094	1.665907e+017	-2.3168
873.125	1.665877e+017	-2.3168
873.1406	1.665848e+017	-2.3169
873.1563	1.665818e+017	-2.3169
873.1719	1.665789e+017	-2.3169
873.1875	1.665760e+017	-2.3169
873.2031	1.665730e+017	-2.3169
873.2188	1.665701e+017	-2.3169
873.2344	1.665671e+017	-2.317
873.25	1.665642e+017	-2.317
873.2656	1.665613e+017	-2.317
873.2813	1.665583e+017	-2.317
873.2969	1.665554e+017	-2.317
873.3125	1.665524e+017	-2.3171
873.3281	1.665495e+017	-2.3171
873.3438	1.665465e+017	-2.3171
873.3594	1.665436e+017	-2.3171
873.375	1.665407e+017	-2.3171
873.3906	1.665377e+017	-2.3171
873.4063	1.665348e+017	-2.3172
873.4219	1.665318e+017	-2.3172
873.4375	1.665289e+017	-2.3172
873.4531	1.665260e+017	-2.3172
873.4688	1.665230e+017	-2.3172
873.4844	1.665201e+017	-2.3172
873.5	1.665171e+017	-2.3173
873.5156	1.665142e+017	-2.3173
873.5313	1.665113e+017	-2.3173
873.5469	1.665083e+017	-2.3173
873.5625	1.665054e+017	-2.3173
873.5781	1.665024e+017	-2.3173
873.5938	1.664995e+017	-2.3174
873.6094	1.664966e+017	-2.3174
873.625	1.664936e+017	-2.3174
873.6406	1.664907e+017	-2.3174
873.6563	1.664878e+017	-2.3174
873.6719	1.664848e+017	-2.3174
873.6875	1.664819e+017	-2.3175
873.7031	1.664789e+017	-2.3175
873.7188	1.664760e+017	-2.3175
873.7344	1.664731e+017	-2.3175
873.75	1.664701e+017	-2.3175
873.7656	1.664672e+017	-2.3175
873.7813	1.664643e+017	-2.3176
873.7969	1.664613e+017	-2.3176
873.8125	1.664584e+017	-2.3176
873.8281	1.664554e+017	-2.3176
873.8438	1.664525e+017	-2.3176
873.8594	1.664496e+017	-2.3176
873.875	1.664466e+017	-2.3177
873.8906	1.664437e+017	-2.3177
873.9063	1.664408e+017	-2.3177
873.9219	1.664378e+017	-2.3177
873.9375	1.664349e+017	-2.3177
873.9531	1.664319e+017	-2.3177
873.9688	1.664290e+017	-2.3178
873.9844	1.664261e+017	-2.3178
874	1.664231e+017	-2.3178
874.0156	1.664202e+017	-2.3178
874.0313	1.664173e+017	-2.3178
874.0469	1.664143e+017	-2.3179
874.0625	1.664114e+017	-2.3179
874.0781	1.664085e+017	-2.3179
874.0938	1.664055e+017	-2.3179
874.1094	1.664026e+017	-2.3179
874.125	1.663996e+017	-2.3179
874.1406	1.663967e+017	-2.318
874.1563	1.663938e+017	-2.318
874.1719	1.663908e+017	-2.318
874.1875	1.663879e+017	-2.318
874.2031	1.663850e+017	-2.318
874.2188	1.663820e+017	-2.318
874.2344	1.663791e+017	-2.3181
874.25	1.663762e+017	-2.3181
874.2656	1.663732e+017	-2.3181
874.2813	1.663703e+017	-2.3181
874.2969	1.663674e+017	-2.3181
874.3125	1.663644e+017	-2.3181
874.3281	1.663615e+017	-2.3182
874.3438	1.663586e+017	-2.3182
874.3594	1.663556e+017	-2.3182
874.375	1.663527e+017	-2.3182
874.3906	1.663498e+017	-2.3182
874.4063	1.663468e+017	-2.3182
874.4219	1.663439e+017	-2.3183
874.4375	1.663410e+017	-2.3183
874.4531	1.663380e+017	-2.3183
874.4688	1.663351e+017	-2.3183
874.4844	1.663322e+017	-2.3183
874.5	1.663292e+017	-2.3183
874.5156	1.663263e+017	-2.3184
874.5313	1.663234e+017	-2.3184
874.5469	1.663204e+017	-2.3184
874.5625	1.663175e+017	-2.3184
874.5781	1.663146e+017	-2.3184
874.5938	1.663116e+017	-2.3184
874.6094	1.663087e+017	-2.3185
874.625	1.663058e+017	-2.3185
874.6406	1.663028e+017	-2.3185
874.6563	1.662999e+017	-2.3185
874.6719	1.662970e+017	-2.3185
874.6875	1.662940e+017	-2.3185
874.7031	1.662911e+017	-2.3186
874.7188	1.662882e+017	-2.3186
874.7344	1.662852e+017	-2.3186
874.75	1.662823e+017	-2.3186
874.7656	1.662794e+017	-2.3186
874.7813	1.662765e+017	-2.3186
874.7969	1.662735e+017	-2.3187
874.8125	1.662706e+017	-2.3187
874.8281	1.662677e+017	-2.3187
874.8438	1.662647e+017	-2.3187
874.8594	1.662618e+017	-2.3187
874.875	1.662589e+017	-2.3188
874.8906	1.662559e+017	-2.3188
874.9063	1.662530e+017	-2.3188
874.9219	1.662501e+017	-2.3188
874.9375	1.662471e+017	-2.3188
874.9531	1.662442e+017	-2.3188
874.9688	1.662413e+017	-2.3189
874.9844	1.662384e+017	-2.3189
875	1.662354e+017	-2.3189
875.0156	1.662325e+017	-2.3189
875.0313	1.662296e+017	-2.3189
875.0469	1.662266e+017	-2.3189
875.0625	1.662237e+017	-2.319
875.0781	1.662208e+017	-2.319
875.0938	1.662179e+017	-2.319
875.1094	1.662149e+017	-2.319
875.125	1.662120e+017	-2.319
875.1406	1.662091e+017	-2.319
875.1563	1.662061e+017	-2.3191
875.1719	1.662032e+017	-2.3191
875.1875	1.662003e+017	-2.3191
875.2031	1.661974e+017	-2.3191
875.2188	1.661944e+017	-2.3191
875.2344	1.661915e+017	-2.3191
875.25	1.661886e+017	-2.3192
875.2656	1.661856e+017	-2.3192
875.2813	1.661827e+017	-2.3192
875.2969	1.661798e+017	-2.3192
875.3125	1.661769e+017	-2.3192
875.3281	1.661739e+017	-2.3192
875.3438	1.661710e+017	-2.3193
875.3594	1.661681e+017	-2.3193
875.375	1.661651e+017	-2.3193
875.3906	1.661622e+017	-2.3193
875.4063	1.661593e+017	-2.3193
875.4219	1.661564e+017	-2.3193
875.4375	1.661534e+017	-2.3194
875.4531	1.661505e+017	-2.3194
875.4688	1.661476e+017	-2.3194
875.4844	1.661447e+017	-2.3194
875.5	1.661417e+017	-2.3194
875.5156	1.661388e+017	-2.3194
875.5313	1.661359e+017	-2.3195
875.5469	1.661330e+017	-2.3195
875.5625	1.661300e+017	-2.3195
875.5781	1.661271e+017	-2.3195
875.5938	1.661242e+017	-2.3195
875.6094	1.661213e+017	-2.3196
875.625	1.661183e+017	-2.3196
875.6406	1.661154e+017	-2.3196
875.6563	1.661125e+017	-2.3196
875.6719	1.661095e+017	-2.3196
875.6875	1.661066e+017	-2.3196
875.7031	1.661037e+017	-2.3197
875.7188	1.661008e+017	-2.3197
875.7344	1.660978e+017	-2.3197
875.75	1.660949e+017	-2.3197
875.7656	1.660920e+017	-2.3197
875.7813	1.660891e+017	-2.3197
875.7969	1.660862e+017	-2.3198
875.8125	1.660832e+017	-2.3198
875.8281	1.660803e+017	-2.3198
875.8438	1.660774e+017	-2.3198
875.8594	1.660745e+017	-2.3198
875.875	1.660715e+017	-2.3198
875.8906	1.660686e+017	-2.3199
875.9063	1.660657e+017	-2.3199
875.9219	1.660628e+017	-2.3199
875.9375	1.660598e+017	-2.3199
875.9531	1.660569e+017	-2.3199
875.9688	1.660540e+017	-2.3199
875.9844	1.660511e+017	-2.32
876	1.660481e+017	-2.32
876.0156	1.660452e+017	-2.32
876.0313	1.660423e+017	-2.32
876.0469	1.660394e+017	-2.32
876.0625	1.660365e+017	-2.32
876.0781	1.660335e+017	-2.3201
876.0938	1.660306e+017	-2.3201
876.1094	1.660277e+017	-2.3201
876.125	1.660248e+017	-2.3201
876.1406	1.660218e+017	-2.3201
876.1563	1.660189e+017	-2.3201
876.1719	1.660160e+017	-2.3202
876.1875	1.660131e+017	-2.3202
876.2031	1.660102e+017	-2.3202
876.2188	1.660072e+017	-2.3202
876.2344	1.660043e+017	-2.3202
876.25	1.660014e+017	-2.3202
876.2656	1.659985e+017	-2.3203
876.2813	1.659955e+017	-2.3203
876.2969	1.659926e+017	-2.3203
876.3125	1.659897e+017	-2.3203
876.3281	1.659868e+017	-2.3203
876.3438	1.659839e+017	-2.3203
876.3594	1.659809e+017	-2.3204
876.375	1.659780e+017	-2.3204
876.3906	1.659751e+017	-2.3204
876.4063	1.659722e+017	-2.3204
876.4219	1.659693e+017	-2.3204
876.4375	1.659663e+017	-2.3205
876.4531	1.659634e+017	-2.3205
876.4688	1.659605e+017	-2.3205
876.4844	1.659576e+017	-2.3205
876.5	1.659547e+017	-2.3205
876.5156	1.659517e+017	-2.3205
876.5313	1.659488e+017	-2.3206
876.5469	1.659459e+017	-2.3206
876.5625	1.659430e+017	-2.3206
876.5781	1.659401e+017	-2.3206
876.5938	1.659371e+017	-2.3206
876.6094	1.659342e+017	-2.3206
876.625	1.659313e+017	-2.3207
876.6406	1.659284e+017	-2.3207
876.6563	1.659255e+017	-2.3207
876.6719	1.659225e+017	-2.3207
876.6875	1.659196e+017	-2.3207
876.7031	1.659167e+017	-2.3207
876.7188	1.659138e+017	-2.3208
876.7344	1.659109e+017	-2.3208
876.75	1.659080e+017	-2.3208
876.7656	1.659050e+017	-2.3208
876.7813	1.659021e+017	-2.3208
876.7969	1.658992e+017	-2.3208
876.8125	1.658963e+017	-2.3209
876.8281	1.658934e+017	-2.3209
876.8438	1.658904e+017	-2.3209
876.8594	1.658875e+017	-2.3209
876.875	1.658846e+017	-2.3209
876.8906	1.658817e+017	-2.3209
876.9063	1.658788e+017	-2.321
876.9219	1.658759e+017	-2.321
876.9375	1.658729e+017	-2.321
876.9531	1.658700e+017	-2.321
876.9688	1.658671e+017	-2.321
876.9844	1.658642e+017	-2.321
877	1.658613e+017	-2.3211
877.0156	1.658584e+017	-2.3211
877.0313	1.658554e+017	-2.3211
877.0469	1.658525e+017	-2.3211
877.0625	1.658496e+017	-2.3211
877.0781	1.658467e+017	-2.3211
877.0938	1.658438e+017	-2.3212
877.1094	1.658409e+017	-2.3212
877.125	1.658380e+017	-2.3212
877.1406	1.658350e+017	-2.3212
877.1563	1.658321e+017	-2.3212
877.1719	1.658292e+017	-2.3212
877.1875	1.658263e+017	-2.3213
877.2031	1.658234e+017	-2.3213
877.2188	1.658205e+017	-2.3213
877.2344	1.658175e+017	-2.3213
877.25	1.658146e+017	-2.3213
877.2656	1.658117e+017	-2.3214
877.2813	1.658088e+017	-2.3214
877.2969	1.658059e+017	-2.3214
877.3125	1.658030e+017	-2.3214
877.3281	1.658001e+017	-2.3214
877.3438	1.657971e+017	-2.3214
877.3594	1.657942e+017	-2.3215
877.375	1.657913e+017	-2.3215
877.3906	1.657884e+017	-2.3215
877.4063	1.657855e+017	-2.3215
877.4219	1.657826e+017	-2.3215
877.4375	1.657797e+017	-2.3215
877.4531	1.657767e+017	-2.3216
877.4688	1.657738e+017	-2.3216
877.4844	1.657709e+017	-2.3216
877.5	1.657680e+017	-2.3216
877.5156	1.657651e+017	-2.3216
877.5313	1.657622e+017	-2.3216
877.5469	1.657593e+017	-2.3217
877.5625	1.657564e+017	-2.3217
877.5781	1.657534e+017	-2.3217
877.5938	1.657505e+017	-2.3217
877.6094	1.657476e+017	-2.3217
877.625	1.657447e+017	-2.3217
877.6406	1.657418e+017	-2.3218
877.6563	1.657389e+017	-2.3218
877.6719	1.657360e+017	-2.3218
877.6875	1.657331e+017	-2.3218
877.7031	1.657301e+017	-2.3218
877.7188	1.657272e+017	-2.3218
877.7344	1.657243e+017	-2.3219
877.75	1.657214e+017	-2.3219
877.7656	1.657185e+017	-2.3219
877.7813	1.657156e+017	-2.3219
877.7969	1.657127e+017	-2.3219
877.8125	1.657098e+017	-2.3219
877.8281	1.657069e+017	-2.322
877.8438	1.657039e+017	-2.322
877.8594	1.657010e+017	-2.322
877.875	1.656981e+017	-2.322
877.8906	1.656952e+017	-2.322
877.9063	1.656923e+017	-2.322
877.9219	1.656894e+017	-2.3221
877.9375	1.656865e+017	-2.3221
877.9531	1.656836e+017	-2.3221
877.9688	1.656807e+017	-2.3221
877.9844	1.656777e+017	-2.3221
878	1.656748e+017	-2.3221
878.0156	1.656719e+017	-2.3222
878.0313	1.656690e+017	-2.3222
878.0469	1.656661e+017	-2.3222
878.0625	1.656632e+017	-2.3222
878.0781	1.656603e+017	-2.3222
878.0938	1.656574e+017	-2.3223
878.1094	1.656545e+017	-2.3223
878.125	1.656516e+017	-2.3223
878.1406	1.656487e+017	-2.3223
878.1563	1.656457e+017	-2.3223
878.1719	1.656428e+017	-2.3223
878.1875	1.656399e+017	-2.3224
878.2031	1.656370e+017	-2.3224
878.2188	1.656341e+017	-2.3224
878.2344	1.656312e+017	-2.3224
878.25	1.656283e+017	-2.3224
878.2656	1.656254e+017	-2.3224
878.2813	1.656225e+017	-2.3225
878.2969	1.656196e+017	-2.3225
878.3125	1.656167e+017	-2.3225
878.3281	1.656137e+017	-2.3225
878.3438	1.656108e+017	-2.3225
878.3594	1.656079e+017	-2.3225
878.375	1.656050e+017	-2.3226
878.3906	1.656021e+017	-2.3226
878.4063	1.655992e+017	-2.3226
878.4219	1.655963e+017	-2.3226
878.4375	1.655934e+017	-2.3226
878.4531	1.655905e+017	-2.3226
878.4688	1.655876e+017	-2.3227
878.4844	1.655847e+017	-2.3227
878.5	1.655818e+017	-2.3227
878.5156	1.655789e+017	-2.3227
878.5313	1.655760e+017	-2.3227
878.5469	1.655731e+017	-2.3227
878.5625	1.655701e+017	-2.3228
878.5781	1.655672e+017	-2.3228
878.5938	1.655643e+017	-2.3228
878.6094	1.655614e+017	-2.3228
878.625	1.655585e+017	-2.3228
878.6406	1.655556e+017	-2.3228
878.6563	1.655527e+017	-2.3229
878.6719	1.655498e+017	-2.3229
878.6875	1.655469e+017	-2.3229
878.7031	1.655440e+017	-2.3229
878.7188	1.655411e+017	-2.3229
878.7344	1.655382e+017	-2.3229
878.75	1.655353e+017	-2.323
878.7656	1.655324e+017	-2.323
878.7813	1.655295e+017	-2.323
878.7969	1.655266e+017	-2.323
878.8125	1.655237e+017	-2.323
878.8281	1.655208e+017	-2.323
878.8438	1.655178e+017	-2.3231
878.8594	1.655149e+017	-2.3231
878.875	1.655120e+017	-2.3231
878.8906	1.655091e+017	-2.3231
878.9063	1.655062e+017	-2.3231
878.9219	1.655033e+017	-2.3232
878.9375	1.655004e+017	-2.3232
878.9531	1.654975e+017	-2.3232
878.9688	1.654946e+017	-2.3232
878.9844	1.654917e+017	-2.3232
879	1.654888e+017	-2.3232
879.0156	1.654859e+017	-2.3233
879.0313	1.654830e+017	-2.3233
879.0469	1.654801e+017	-2.3233
879.0625	1.654772e+017	-2.3233
879.0781	1.654743e+017	-2.3233
879.0938	1.654714e+017	-2.3233
879.1094	1.654685e+017	-2.3234
879.125	1.654656e+017	-2.3234
879.1406	1.654627e+017	-2.3234
879.1563	1.654598e+017	-2.3234
879.1719	1.654569e+017	-2.3234
879.1875	1.654540e+017	-2.3234
879.2031	1.654511e+017	-2.3235
879.2188	1.654482e+017	-2.3235
879.2344	1.654453e+017	-2.3235
879.25	1.654424e+017	-2.3235
879.2656	1.654395e+017	-2.3235
879.2813	1.654366e+017	-2.3235
879.2969	1.654337e+017	-2.3236
879.3125	1.654308e+017	-2.3236
879.3281	1.654279e+017	-2.3236
879.3438	1.654250e+017	-2.3236
879.3594	1.654221e+017	-2.3236
879.375	1.654192e+017	-2.3236
879.3906	1.654163e+017	-2.3237
879.4063	1.654134e+017	-2.3237
879.4219	1.654105e+017	-2.3237
879.4375	1.654076e+017	-2.3237
879.4531	1.654047e+017	-2.3237
879.4688	1.654018e+017	-2.3237
879.4844	1.653989e+017	-2.3238
879.5	1.653960e+017	-2.3238
879.5156	1.653931e+017	-2.3238
879.5313	1.653902e+017	-2.3238
879.5469	1.653873e+017	-2.3238
879.5625	1.653844e+017	-2.3238
879.5781	1.653815e+017	-2.3239
879.5938	1.653786e+017	-2.3239
879.6094	1.653757e+017	-2.3239
879.625	1.653728e+017	-2.3239
879.6406	1.653699e+017	-2.3239
879.6563	1.653670e+017	-2.3239
879.6719	1.653641e+017	-2.324
879.6875	1.653612e+017	-2.324
879.7031	1.653583e+017	-2.324
879.7188	1.653554e+017	-2.324
879.7344	1.653525e+017	-2.324
879.75	1.653496e+017	-2.3241
879.7656	1.653467e+017	-2.3241
879.7813	1.653438e+017	-2.3241
879.7969	1.653409e+017	-2.3241
879.8125	1.653380e+017	-2.3241
879.8281	1.653351e+017	-2.3241
879.8438	1.653322e+017	-2.3242
879.8594	1.653293e+017	-2.3242
879.875	1.653264e+017	-2.3242
879.8906	1.653235e+017	-2.3242
879.9063	1.653206e+017	-2.3242
879.9219	1.653177e+017	-2.3242
879.9375	1.653148e+017	-2.3243
879.9531	1.653119e+017	-2.3243
879.9688	1.653090e+017	-2.3243
879.9844	1.653061e+017	-2.3243
880	1.653032e+017	-2.3243
880.0156	1.653003e+017	-2.3243
880.0313	1.652974e+017	-2.3244
880.0469	1.652945e+017	-2.3244
880.0625	1.652916e+017	-2.3244
880.0781	1.652887e+017	-2.3244
880.0938	1.652858e+017	-2.3244
880.1094	1.652829e+017	-2.3244
880.125	1.652800e+017	-2.3245
880.1406	1.652771e+017	-2.3245
880.1563	1.652742e+017	-2.3245
880.1719	1.652713e+017	-2.3245
880.1875	1.652684e+017	-2.3245
880.2031	1.652655e+017	-2.3245
880.2188	1.652627e+017	-2.3246
880.2344	1.652598e+017	-2.3246
880.25	1.652569e+017	-2.3246
880.2656	1.652540e+017	-2.3246
880.2813	1.652511e+017	-2.3246
880.2969	1.652482e+017	-2.3246
880.3125	1.652453e+017	-2.3247
880.3281	1.652424e+017	-2.3247
880.3438	1.652395e+017	-2.3247
880.3594	1.652366e+017	-2.3247
880.375	1.652337e+017	-2.3247
880.3906	1.652308e+017	-2.3247
880.4063	1.652279e+017	-2.3248
880.4219	1.652250e+017	-2.3248
880.4375	1.652221e+017	-2.3248
880.4531	1.652192e+017	-2.3248
880.4688	1.652163e+017	-2.3248
880.4844	1.652134e+017	-2.3248
880.5	1.652106e+017	-2.3249
880.5156	1.652077e+017	-2.3249
880.5313	1.652048e+017	-2.3249
880.5469	1.652019e+017	-2.3249
880.5625	1.651990e+017	-2.3249
880.5781	1.651961e+017	-2.325
880.5938	1.651932e+017	-2.325
880.6094	1.651903e+017	-2.325
880.625	1.651874e+017	-2.325
880.6406	1.651845e+017	-2.325
880.6563	1.651816e+017	-2.325
880.6719	1.651787e+017	-2.3251
880.6875	1.651758e+017	-2.3251
880.7031	1.651729e+017	-2.3251
880.7188	1.651700e+017	-2.3251
880.7344	1.651672e+017	-2.3251
880.75	1.651643e+017	-2.3251
880.7656	1.651614e+017	-2.3252
880.7813	1.651585e+017	-2.3252
880.7969	1.651556e+017	-2.3252
880.8125	1.651527e+017	-2.3252
880.8281	1.651498e+017	-2.3252
880.8438	1.651469e+017	-2.3252
880.8594	1.651440e+017	-2.3253
880.875	1.651411e+017	-2.3253
880.8906	1.651382e+017	-2.3253
880.9063	1.651353e+017	-2.3253
880.9219	1.651325e+017	-2.3253
880.9375	1.651296e+017	-2.3253
880.9531	1.651267e+017	-2.3254
880.9688	1.651238e+017	-2.3254
880.9844	1.651209e+017	-2.3254
881	1.651180e+017	-2.3254
881.0156	1.651151e+017	-2.3254
881.0313	1.651122e+017	-2.3254
881.0469	1.651093e+017	-2.3255
881.0625	1.651064e+017	-2.3255
881.0781	1.651036e+017	-2.3255
881.0938	1.651007e+017	-2.3255
881.1094	1.650978e+017	-2.3255
881.125	1.650949e+017	-2.3255
881.1406	1.650920e+017	-2.3256
881.1563	1.650891e+017	-2.3256
881.1719	1.650862e+017	-2.3256
881.1875	1.650833e+017	-2.3256
881.2031	1.650804e+017	-2.3256
881.2188	1.650775e+017	-2.3256
881.2344	1.650747e+017	-2.3257
881.25	1.650718e+017	-2.3257
881.2656	1.650689e+017	-2.3257
881.2813	1.650660e+017	-2.3257
881.2969	1.650631e+017	-2.3257
881.3125	1.650602e+017	-2.3257
881.3281	1.650573e+017	-2.3258
881.3438	1.650544e+017	-2.3258
881.3594	1.650516e+017	-2.3258
881.375	1.650487e+017	-2.3258
881.3906	1.650458e+017	-2.3258
881.4063	1.650429e+017	-2.3259
881.4219	1.650400e+017	-2.3259
881.4375	1.650371e+017	-2.3259
881.4531	1.650342e+017	-2.3259
881.4688	1.650313e+017	-2.3259
881.4844	1.650285e+017	-2.3259
881.5	1.650256e+017	-2.326
881.5156	1.650227e+017	-2.326
881.5313	1.650198e+017	-2.326
881.5469	1.650169e+017	-2.326
881.5625	1.650140e+017	-2.326
881.5781	1.650111e+017	-2.326
881.5938	1.650082e+017	-2.3261
881.6094	1.650054e+017	-2.3261
881.625	1.650025e+017	-2.3261
881.6406	1.649996e+017	-2.3261
881.6563	1.649967e+017	-2.3261
881.6719	1.649938e+017	-2.3261
881.6875	1.649909e+017	-2.3262
881.7031	1.649880e+017	-2.3262
881.7188	1.649852e+017	-2.3262
881.7344	1.649823e+017	-2.3262
881.75	1.649794e+017	-2.3262
881.7656	1.649765e+017	-2.3262
881.7813	1.649736e+017	-2.3263
881.7969	1.649707e+017	-2.3263
881.8125	1.649678e+017	-2.3263
881.8281	1.649650e+017	-2.3263
881.8438	1.649621e+017	-2.3263
