%Time	alpha*beta	alpha	beta	darm	LineAmp/ref
714891540          0          0          0          0          0
714891600          0          0          0          0          0
714891660          0          0          0          0          0
714891720          0          0          0          0          0
714891780          0          0          0          0          0
714891840          0          0          0          0          0
714891900          0          0          0          0          0
714891960          0          0          0          0          0
714892020          0          0          0          0          0
714892080          0          0          0          0          0
714892140          0          0          0          0          0
714892200          0          0          0          0          0
714892260          0          0          0          0          0
714892320          0          0          0          0          0
714892380          0          0          0          0          0
714892440          0          0          0          0          0
714892500          0          0          0          0          0
714892560                   0                   0                   0                   0     0.3705191546891
714892620          0          0          0          0          0
714892680                   0                   0                   0                   0     0.2234744067554
714892740          0          0          0          0          0
714892800          0          0          0          0          0
714892860          0          0          0          0          0
714892920          0          0          0          0          0
714892980          0          0          0          0          0
714893040                   0                   0                   0                   0    0.01410954190234
714893100          0          0          0          0          0
714893160          0          0          0          0          0
714893220                   0                   0                   0                   0     0.0320939240234
714893280                   0                   0                   0                   0   0.007292447057732
714893340          0          0          0          0          0
714893400          0          0          0          0          0
714893460                   0                   0                   0                   0    0.03330711908647
714893520                   0                   0                   0                   0    0.06696880218844
714893580          0          0          0          0          0
714893640          0          0          0          0          0
714893700          0          0          0          0          0
714893760          0          0          0          0          0
714893820          0          0          0          0          0
714893880          0          0          0          0          0
714893940          0          0          0          0          0
714894000          0          0          0          0          0
714894060          0          0          0          0          0
714894120          0          0          0          0          0
714894180          0          0          0          0          0
714894240                   0                   0                   0                   0   0.006603436305282
714894300          0          0          0          0          0
714894360                   0                   0                   0                   0   0.009341245767304
714894420                   0                   0                   0                   0   0.002868387625785
714894480          0          0          0          0          0
714894540                   0                   0                   0                   0   0.005068451726969
714894600          0          0          0          0          0
714894660          0          0          0          0          0
714894720          0          0          0          0          0
714894780          0          0          0          0          0
714894840          0          0          0          0          0
714894900          0          0          0          0          0
714894960                   0                   0                   0                   0    0.02733694234815
714895020                   0                   0                   0                   0   0.003283613205713
714895080          0          0          0          0          0
714895140          0          0          0          0          0
714895200                 NaN                 NaN                   1            0.231601   0.009388284698011
714895260                 NaN                 NaN                   1            0.231601                   0
714895320                 NaN                 NaN                   1            0.231601    0.04138845085272
714895380                 NaN                 NaN                   1            0.231601    0.02231797115676
714895440                 NaN                 NaN                   1            0.231601    0.01806684968037
714895500                 NaN                 NaN                   1            0.231601                   0
714895560                 NaN                 NaN                   1            0.231601   0.005170526387732
714895620                 NaN                 NaN                   1            0.231601                   0
714895680                 NaN                 NaN                   1            0.231601   0.002847960618435
714895740                 NaN                 NaN                   1            0.231601                   0
714895800                 NaN                 NaN                   1            0.231601   0.005530248323714
714895860                 NaN                 NaN                   1            0.231601                   0
714895920                 NaN                 NaN                   1            0.231601                   0
714895980                 NaN                 NaN                   1            0.231601                   0
714896040                 NaN                 NaN                   1            0.231601                   0
714896100                 NaN                 NaN                   1            0.231601   0.009604152998424
714896160                 NaN                 NaN                   1            0.231601                   0
714896220                 NaN                 NaN                   1            0.231601    0.02445833004913
714896280                 NaN                 NaN                   1            0.231601                   0
714896340                 NaN                 NaN                   1            0.231601     0.0178119120794
714896400                 NaN                 NaN                   1            0.231601                   0
714896460                 NaN                 NaN                   1            0.231601                   0
714896520                 NaN                 NaN                   1            0.231601                   0
714896580                 NaN                 NaN                   1            0.231601                   0
714896640                 NaN                 NaN                   1            0.231601                   0
714896700                 NaN                 NaN                   1            0.231601    0.01295261725824
714896760                 NaN                 NaN                   1            0.231601                   0
714896820                 NaN                 NaN                   1            0.231601                   0
714896880                 NaN                 NaN                   1            0.231601                   0
714896940                 NaN                 NaN                   1            0.231601                   0
714897000                 NaN                 NaN                   1            0.231601                   0
714897060                 NaN                 NaN                   1            0.231601   0.008398082301706
714897120                 NaN                 NaN                   1            0.231601  0.0001977314145885
714897180                 NaN                 NaN                   1            0.231601   0.002707865387996
714897240                 NaN                 NaN                   1            0.231601                   0
714897300                 NaN                 NaN                   1            0.231601                   0
714897360                 NaN                 NaN                   1            0.231601                   0
714897420                 NaN                 NaN                   1            0.231601                   0
714897480                 NaN                 NaN                   1            0.231601                   0
714897540                 NaN                 NaN                   1            0.231601     0.0190772418064
714897600                 NaN                 NaN                   1            0.231601                   0
714897660                 NaN                 NaN                   1            0.231601    0.01606063415374
714897720                 NaN                 NaN                   1            0.231601                   0
714897780                 NaN                 NaN                   1            0.231601                   0
714897840                 NaN                 NaN                   1            0.231601                   0
714897900                 NaN                 NaN                   1            0.231601                   0
714897960                 NaN                 NaN                   1            0.231601                   0
714898020                 NaN                 NaN                   1            0.231601                   0
714898080                 NaN                 NaN                   1            0.231601   0.002976850669629
714898140                 NaN                 NaN                   1            0.231601                   0
714898200                 NaN                 NaN                   1            0.231601                   0
714898260                 NaN                 NaN                   1            0.231601                   0
714898320                 NaN                 NaN                   1            0.231601   0.007016836719153
714898380                 NaN                 NaN                   1            0.231601    0.01532302073254
714898440                 NaN                 NaN                   1            0.231601                   0
714898500                 NaN                 NaN                   1            0.231601                   0
714898560                 NaN                 NaN                   1            0.231601                   0
714898620                 NaN                 NaN                   1            0.231601   0.004768922837769
714898680                 NaN                 NaN                   1            0.231601                   0
714898740                 NaN                 NaN                   1            0.231601                   0
714898800                 NaN                 NaN                   1            0.231601                   0
714898860                 NaN                 NaN                   1            0.231601    0.01449926889209
714898920                 NaN                 NaN                   1            0.231601                   0
714898980                 NaN                 NaN                   1            0.231601                   0
714899040                 NaN                 NaN                   1            0.231601                   0
714899100                 NaN                 NaN                   1            0.231601                   0
714899160                 NaN                 NaN                   1            0.231601   0.004386494097206
714899220                 NaN                 NaN                   1            0.231601    0.02188571532246
714899280                 NaN                 NaN                   1            0.231601   0.003278293477585
714899340                 NaN                 NaN                   1            0.231601                   0
714899400                 NaN                 NaN                   1            0.231601                   0
714899460                 NaN                 NaN                   1            0.231601   0.007048558262208
714899520                 NaN                 NaN                   1            0.231601   0.003488138669633
714899580                 NaN                 NaN                   1            0.231601                   0
714899640                 NaN                 NaN                   1            0.231601                   0
714899700                 NaN                 NaN                   1            0.231601   0.008388023662436
714899760                 NaN                 NaN                   1            0.231601   0.005028563728046
714899820                 NaN                 NaN                   1            0.231601                   0
714899880                 NaN                 NaN                   1            0.231601                   0
714899940                 NaN                 NaN                   1            0.231601   0.006325066784142
714900000                 NaN                 NaN                   1            0.231601                   0
714900060                 NaN                 NaN                   1            0.231601                   0
714900120                 NaN                 NaN                   1            0.231601    0.01634543371739
714900180                 NaN                 NaN                   1            0.231601                   0
714900240                 NaN                 NaN                   1            0.231601                   0
714900300                 NaN                 NaN                   1            0.231601    0.01604976043865
714900360                 NaN                 NaN                   1            0.231601                   0
714900420                 NaN                 NaN                   1            0.231601                   0
714900480                 NaN                 NaN                   1            0.231601                   0
714900540                 NaN                 NaN                   1            0.231601    0.01826888584238
714900600                 NaN                 NaN                   1            0.231601    0.01904967413118
714900660                 NaN                 NaN                   1            0.231601   0.008959518595698
714900720                 NaN                 NaN                   1            0.231601                   0
714900780                 NaN                 NaN                   1            0.231601                   0
714900840                 NaN                 NaN                   1            0.231601    0.03106797300578
714900900                 NaN                 NaN                   1            0.231601                   0
714900960                 NaN                 NaN                   1            0.231601                   0
714901020                 NaN                 NaN                   1            0.231601                   0
714901080                 NaN                 NaN                   1            0.231601   0.003623011981041
714901140                 NaN                 NaN                   1            0.231601                   0
714901200                 NaN                 NaN                   1            0.231601                   0
714901260                 NaN                 NaN                   1            0.231601                   0
714901320                 NaN                 NaN                   1            0.231601                   0
714901380                 NaN                 NaN                   1            0.231601                   0
714901440                 NaN                 NaN                   1            0.231601   0.005138355043582
714901500                 NaN                 NaN                   1            0.231601                   0
714901560                 NaN                 NaN                   1            0.231601                   0
714901620                 NaN                 NaN                   1            0.231601   0.003013991561188
714901680          0          0          0          0          0
714901740          0          0          0          0          0
714901800          0          0          0          0          0
714901860          0          0          0          0          0
714901920          0          0          0          0          0
714901980          0          0          0          0          0
714902040          0          0          0          0          0
714902100          0          0          0          0          0
714902160          0          0          0          0          0
714902220          0          0          0          0          0
714902280          0          0          0          0          0
714902340          0          0          0          0          0
714902400          0          0          0          0          0
714902460          0          0          0          0          0
714902520          0          0          0          0          0
714902580          0          0          0          0          0
714902640          0          0          0          0          0
714902700          0          0          0          0          0
714902760          0          0          0          0          0
714902820          0          0          0          0          0
714902880          0          0          0          0          0
714902940          0          0          0          0          0
714903000          0          0          0          0          0
714903060          0          0          0          0          0
714903120          0          0          0          0          0
714903180          0          0          0          0          0
714903240          0          0          0          0          0
714903300          0          0          0          0          0
714903360          0          0          0          0          0
714903420          0          0          0          0          0
714903480          0          0          0          0          0
714903540          0          0          0          0          0
714903600          0          0          0          0          0
714903660          0          0          0          0          0
714903720          0          0          0          0          0
714903780          0          0          0          0          0
714903840          0          0          0          0          0
714903900          0          0          0          0          0
714903960          0          0          0          0          0
714904020          0          0          0          0          0
714904080                   0                   0                   0                   0     0.2307665579708
714904140          0          0          0          0          0
714904200          0          0          0          0          0
714904260          0          0          0          0          0
714904320                   0                   0                   0                   0   0.009565741796119
714904380          0          0          0          0          0
714904440                   0                   0                   0                   0   0.004923461211584
714904500          0          0          0          0          0
714904560                   0                   0                   0                   0    0.01774444795262
714904620          0          0          0          0          0
714904680          0          0          0          0          0
714904740          0          0          0          0          0
714904800                   0                   0                   0                   0    0.01180112041529
714904860                 NaN                 NaN                   1            0.231601   0.001704359746932
714904920                 NaN                 NaN                   1            0.231601                   0
714904980                 NaN                 NaN                   1            0.231601                   0
714905040                 NaN                 NaN                   1            0.231601    0.01681883578616
714905100                 NaN                 NaN                   1            0.231601                   0
714905160                 NaN                 NaN                   1            0.231601    0.01356885079714
714905220                 NaN                 NaN                   1            0.231601     0.0185119655997
714905280                 NaN                 NaN                   1            0.231601                   0
714905340                 NaN                 NaN                   1            0.231601                   0
714905400                 NaN                 NaN                   1            0.231601                   0
714905460                 NaN                 NaN                   1            0.231601    0.01676954483118
714905520                 NaN                 NaN                   1            0.231601                   0
714905580                 NaN                 NaN                   1            0.231601                   0
714905640                 NaN                 NaN                   1            0.231601                   0
714905700                 NaN                 NaN                   1            0.231601                   0
714905760                 NaN                 NaN                   1            0.231601                   0
714905820                 NaN                 NaN                   1            0.231601    0.01365986155847
714905880                 NaN                 NaN                   1            0.231601                   0
714905940                 NaN                 NaN                   1            0.231601                   0
714906000                 NaN                 NaN                   1            0.231601    0.01396690363537
714906060                 NaN                 NaN                   1            0.231601                   0
714906120                 NaN                 NaN                   1            0.231601                   0
714906180                 NaN                 NaN                   1            0.231601     0.0137387669346
714906240                 NaN                 NaN                   1            0.231601    0.01784459963823
714906300                 NaN                 NaN                   1            0.231601    0.01334124540505
714906360                 NaN                 NaN                   1            0.231601    0.01289552572586
714906420                 NaN                 NaN                   1            0.231601                   0
714906480                 NaN                 NaN                   1            0.231601                   0
714906540                 NaN                 NaN                   1            0.231601                   0
714906600                 NaN                 NaN                   1            0.231601                   0
714906660                 NaN                 NaN                   1            0.231601                   0
714906720                 NaN                 NaN                   1            0.231601                   0
714906780                 NaN                 NaN                   1            0.231601                   0
714906840                 NaN                 NaN                   1            0.231601                   0
714906900                 NaN                 NaN                   1            0.231601                   0
714906960                 NaN                 NaN                   1            0.231601                   0
714907020                 NaN                 NaN                   1            0.231601                   0
714907080                 NaN                 NaN                   1            0.231601   0.003080838645389
714907140                 NaN                 NaN                   1            0.231601                   0
714907200                 NaN                 NaN                   1            0.231601    0.01901108783852
714907260                 NaN                 NaN                   1            0.231601                   0
714907320                 NaN                 NaN                   1            0.231601   0.004533981763373
714907380                 NaN                 NaN                   1            0.231601                   0
714907440                 NaN                 NaN                   1            0.231601                   0
714907500                 NaN                 NaN                   1            0.231601    0.01338847150131
714907560                 NaN                 NaN                   1            0.231601                   0
714907620                 NaN                 NaN                   1            0.231601                   0
714907680                 NaN                 NaN                   1            0.231601                   0
714907740                 NaN                 NaN                   1            0.231601                   0
714907800                 NaN                 NaN                   1            0.231601     0.0122739247618
714907860                 NaN                 NaN                   1            0.231601                   0
714907920                 NaN                 NaN                   1            0.231601   0.007486392837621
714907980                 NaN                 NaN                   1            0.231601                   0
714908040                 NaN                 NaN                   1            0.231601                   0
714908100                 NaN                 NaN                   1            0.231601   0.001129589416428
714908160                 NaN                 NaN                   1            0.231601   0.008272578739569
714908220                 NaN                 NaN                   1            0.231601    0.00658556501342
714908280                 NaN                 NaN                   1            0.231601                   0
714908340                 NaN                 NaN                   1            0.231601                   0
714908400                 NaN                 NaN                   1            0.231601                   0
714908460                 NaN                 NaN                   1            0.231601                   0
714908520                 NaN                 NaN                   1            0.231601                   0
714908580                 NaN                 NaN                   1            0.231601                   0
714908640                 NaN                 NaN                   1            0.231601                   0
714908700                 NaN                 NaN                   1            0.231601    0.01377669512901
714908760                 NaN                 NaN                   1            0.231601                   0
714908820                 NaN                 NaN                   1            0.231601    0.01162223240631
714908880                 NaN                 NaN                   1            0.231601    0.02979370763285
714908940                 NaN                 NaN                   1            0.231601                   0
714909000                 NaN                 NaN                   1            0.231601                   0
714909060                 NaN                 NaN                   1            0.231601                   0
714909120                 NaN                 NaN                   1            0.231601                   0
714909180                 NaN                 NaN                   1            0.231601    0.02356565298304
714909240                 NaN                 NaN                   1            0.231601                   0
714909300                 NaN                 NaN                   1            0.231601                   0
714909360                 NaN                 NaN                   1            0.231601   0.009849194975281
714909420                 NaN                 NaN                   1            0.231601                   0
714909480                 NaN                 NaN                   1            0.231601    0.00692227584985
714909540                 NaN                 NaN                   1            0.231601                   0
714909600                 NaN                 NaN                   1            0.231601                   0
714909660                 NaN                 NaN                   1            0.231601                   0
714909720                 NaN                 NaN                   1            0.231601                   0
714909780                 NaN                 NaN                   1            0.231601   0.009136975693805
714909840                 NaN                 NaN                   1            0.231601    0.00857572656537
714909900                 NaN                 NaN                   1            0.231601                   0
714909960                 NaN                 NaN                   1            0.231601                   0
714910020                 NaN                 NaN                   1            0.231601                   0
714910080                 NaN                 NaN                   1            0.231601    0.01343191202325
714910140                 NaN                 NaN                   1            0.231601                   0
714910200                 NaN                 NaN                   1            0.231601    0.01256014919872
714910260                 NaN                 NaN                   1            0.231601    0.01584494094368
714910320                 NaN                 NaN                   1            0.231601                   0
714910380                 NaN                 NaN                   1            0.231601                   0
714910440                 NaN                 NaN                   1            0.231601                   0
714910500                 NaN                 NaN                   1            0.231601                   0
714910560                 NaN                 NaN                   1            0.231601                   0
714910620                 NaN                 NaN                   1            0.231601   0.008673831505053
714910680                 NaN                 NaN                   1            0.231601   0.005392508360489
714910740                 NaN                 NaN                   1            0.231601    0.01002070503877
714910800                 NaN                 NaN                   1            0.231601                   0
714910860                 NaN                 NaN                   1            0.231601   0.003897966032651
714910920                 NaN                 NaN                   1            0.231601                   0
714910980                 NaN                 NaN                   1            0.231601    0.01284149525597
714911040                 NaN                 NaN                   1            0.231601                   0
714911100                 NaN                 NaN                   1            0.231601                   0
714911160                 NaN                 NaN                   1            0.231601                   0
714911220                 NaN                 NaN                   1            0.231601                   0
714911280                 NaN                 NaN                   1            0.231601    0.02799472060303
714911340                 NaN                 NaN                   1            0.231601                   0
714911400                 NaN                 NaN                   1            0.231601    0.01875633740311
714911460                 NaN                 NaN                   1            0.231601                   0
714911520                 NaN                 NaN                   1            0.231601                   0
714911580                 NaN                 NaN                   1            0.231601    0.03129164188358
714911640                 NaN                 NaN                   1            0.231601                   0
714911700                 NaN                 NaN                   1            0.231601                   0
714911760                 NaN                 NaN                   1            0.231601   0.005327825755387
714911820                 NaN                 NaN                   1            0.231601                   0
714911880                 NaN                 NaN                   1            0.231601                   0
714911940                 NaN                 NaN                   1            0.231601    0.01474793342811
714912000                 NaN                 NaN                   1            0.231601                   0
714912060                 NaN                 NaN                   1            0.231601                   0
714912120                 NaN                 NaN                   1            0.231601                   0
714912180                 NaN                 NaN                   1            0.231601                   0
714912240                 NaN                 NaN                   1            0.231601   0.001468055382771
714912300                 NaN                 NaN                   1            0.231601    0.01821888245076
714912360                 NaN                 NaN                   1            0.231601                   0
714912420                 NaN                 NaN                   1            0.231601                   0
714912480                 NaN                 NaN                   1            0.231601                   0
714912540                 NaN                 NaN                   1            0.231601                   0
714912600                 NaN                 NaN                   1            0.231601                   0
714912660                 NaN                 NaN                   1            0.231601    0.02832402330598
714912720                 NaN                 NaN                   1            0.231601    0.03818203317522
714912780                 NaN                 NaN                   1            0.231601    0.03146768618362
714912840                 NaN                 NaN                   1            0.231601                   0
714912900                 NaN                 NaN                   1            0.231601                   0
714912960                 NaN                 NaN                   1            0.231601    0.01429060948441
714913020                 NaN                 NaN                   1            0.231601    0.02052758166735
714913080                 NaN                 NaN                   1            0.231601                   0
714913140                 NaN                 NaN                   1            0.231601    0.01133953392697
714913200                 NaN                 NaN                   1            0.231601                   0
714913260                 NaN                 NaN                   1            0.231601                   0
714913320                 NaN                 NaN                   1            0.231601    0.01053913551792
714913380                 NaN                 NaN                   1            0.231601                   0
714913440                 NaN                 NaN                   1            0.231601    0.01034006985441
714913500                 NaN                 NaN                   1            0.231601                   0
714913560                 NaN                 NaN                   1            0.231601                   0
714913620                 NaN                 NaN                   1            0.231601                   0
714913680                 NaN                 NaN                   1            0.231601     0.0442313930192
714913740                 NaN                 NaN                   1            0.231601                   0
714913800                 NaN                 NaN                   1            0.231601                   0
714913860          0          0          0          0          0
714913920          0          0          0          0          0
714913980          0          0          0          0          0
714914040          0          0          0          0          0
714914100                   0                   0                   0                   0    0.01080648038401
714914160          0          0          0          0          0
714914220                   0                   0                   0                   0    0.01767051755774
714914280          0          0          0          0          0
714914340          0          0          0          0          0
714914400                 NaN                 NaN                   1            0.231601                   0
714914460                 NaN                 NaN                   1            0.231601    0.01077391357715
714914520                 NaN                 NaN                   1            0.231601     0.0174159301375
714914580                 NaN                 NaN                   1            0.231601                   0
714914640                 NaN                 NaN                   1            0.231601                   0
714914700                 NaN                 NaN                   1            0.231601    0.01664805627211
714914760                 NaN                 NaN                   1            0.231601   0.006498490766383
714914820                 NaN                 NaN                   1            0.231601                   0
714914880                 NaN                 NaN                   1            0.231601                   0
714914940                 NaN                 NaN                   1            0.231601    0.02151440904604
714915000                 NaN                 NaN                   1            0.231601                   0
714915060                 NaN                 NaN                   1            0.231601                   0
714915120                 NaN                 NaN                   1            0.231601    0.01331236757093
714915180                 NaN                 NaN                   1            0.231601                   0
714915240                 NaN                 NaN                   1            0.231601                   0
714915300                 NaN                 NaN                   1            0.231601                   0
714915360                 NaN                 NaN                   1            0.231601                   0
714915420                 NaN                 NaN                   1            0.231601                   0
714915480                 NaN                 NaN                   1            0.231601                   0
714915540                 NaN                 NaN                   1            0.231601                   0
714915600                 NaN                 NaN                   1            0.231601                   0
714915660                 NaN                 NaN                   1            0.231601                   0
714915720                 NaN                 NaN                   1            0.231601                   0
714915780                 NaN                 NaN                   1            0.231601                   0
714915840                 NaN                 NaN                   1            0.231601    0.02400531091323
714915900                 NaN                 NaN                   1            0.231601                   0
714915960                 NaN                 NaN                   1            0.231601   0.003851354563925
714916020                 NaN                 NaN                   1            0.231601                   0
714916080                 NaN                 NaN                   1            0.231601                   0
714916140                 NaN                 NaN                   1            0.231601                   0
714916200          0          0          0          0          0
714916260          0          0          0          0          0
714916320          0          0          0          0          0
714916380          0          0          0          0          0
714916440          0          0          0          0          0
714916500          0          0          0          0          0
714916560          0          0          0          0          0
714916620          0          0          0          0          0
714916680          0          0          0          0          0
714916740          0          0          0          0          0
714916800          0          0          0          0          0
714916860          0          0          0          0          0
714916920          0          0          0          0          0
714916980          0          0          0          0          0
714917040          0          0          0          0          0
714917100          0          0          0          0          0
714917160          0          0          0          0          0
714917220          0          0          0          0          0
714917280          0          0          0          0          0
714917340          0          0          0          0          0
714917400          0          0          0          0          0
714917460          0          0          0          0          0
714917520          0          0          0          0          0
714917580          0          0          0          0          0
714917640          0          0          0          0          0
714917700          0          0          0          0          0
714917760          0          0          0          0          0
714917820          0          0          0          0          0
714917880          0          0          0          0          0
714917940          0          0          0          0          0
714918000          0          0          0          0          0
714918060          0          0          0          0          0
714918120          0          0          0          0          0
714918180          0          0          0          0          0
714918240          0          0          0          0          0
714918300          0          0          0          0          0
714918360          0          0          0          0          0
714918420          0          0          0          0          0
714918480          0          0          0          0          0
714918540          0          0          0          0          0
714918600          0          0          0          0          0
714918660          0          0          0          0          0
714918720          0          0          0          0          0
714918780          0          0          0          0          0
714918840          0          0          0          0          0
714918900          0          0          0          0          0
714918960          0          0          0          0          0
714919020          0          0          0          0          0
714919080          0          0          0          0          0
714919140          0          0          0          0          0
714919200          0          0          0          0          0
714919260          0          0          0          0          0
714919320          0          0          0          0          0
714919380          0          0          0          0          0
714919440          0          0          0          0          0
714919500          0          0          0          0          0
714919560          0          0          0          0          0
714919620          0          0          0          0          0
714919680          0          0          0          0          0
714919740          0          0          0          0          0
714919800          0          0          0          0          0
714919860          0          0          0          0          0
714919920          0          0          0          0          0
714919980          0          0          0          0          0
714920040          0          0          0          0          0
714920100          0          0          0          0          0
714920160          0          0          0          0          0
714920220          0          0          0          0          0
714920280          0          0          0          0          0
