# Segment list file created Fri Jun 03 14:26:15 BST 2005 by ram on lnx5.sr.bham.ac.uk
# Input: S3H1L1v05_segs.txt (run S3, ifos H1L1, version 05)
# Use only non-playground data
# Minimum segment length to analyze: 182
# Don't analyze data with the following flags: H1:ACOUSTIC_ELEVATED H1:AIRPLANE H1:CALIB_LINE_V03 H1:DAQ_OVERFLOW H1:DUST H1:INJECTION_STOCHASTIC H1:INVALID_TIMING H1:LIGHTDIP H1:NO_CALIB_LINE_V01 H1:NO_CALIB_LINE_V02 H1:NO_EXCITATION_V02 H1:OUTSIDE_S3 H1:PRELOCKLOSS_10 H1:SEISMIC_ELEVATED H1:SEISMIC_HIGH H1:SEISMIC_TRANSIENT H1:UNLOCKED L1:AIRPLANE L1:CALIB_LINE_V03 L1:DAQ_OVERFLOW L1:DCU_TIMING_OFFSET L1:DUST L1:FE_SYNCH_ERROR L1:FE_SYNCH_WARNING L1:INJECTION_STOCHASTIC L1:LIGHTDIP L1:NO_CALIB_LINE_V01 L1:NO_CALIB_LINE_V02 L1:NO_EXCITATION_V02 L1:OUTSIDE_S3 L1:PRELOCKLOSS_10 L1:UNLOCKED
# Total duration of segments to be analyzed: 548866
#seg    start      stop    duration
 414  756601536  756601972    436
 415  756602205  756602504    299
 423  756678853  756679539    686
 424  756679606  756679848    242
 426  756690693  756695688   4995
 428  756702482  756702833    351
 428  756703433  756709203   5770
 428  756709803  756710820   1017
 428  756710880  756711588    708
 429  756712708  756715573   2865
 429  756716173  756716388    215
 430  756718245  756719735   1490
 431  756731889  756732620    731
 432  756808728  756811123   2395
 432  756811723  756814393   2670
 433  756848414  756849343    929
 433  756850260  756851893   1633
 434  756860722  756861600    878
 435  756862813  756863568    755
 436  756864531  756864793    262
 437  756873720  756874693    973
 438  756875825  756876300    475
 438  756876540  756878640   2100
 438  756878700  756880680   1980
 438  756880740  756881193    453
 438  756881793  756882000    207
 438  756882060  756882780    720
 439  756885977  756886248    271
 440  756889020  756891433   2413
 441  756894913  756900303   5390
 441  756900903  756906673   5770
 441  756907273  756907908    635
 442  756908944  756909780    836
 442  756909900  756910200    300
 442  756910260  756911040    780
 442  756911100  756912253   1153
 443  756930168  756932071   1903
 456  757047842  757048393    551
 466  757210093  757211444   1351
 467  757213306  757216140   2834
 468  757218468  757218803    335
 468  757219403  757220047    644
 469  757220354  757225173   4819
 469  757225773  757226686    913
 470  757226926  757227408    482
 471  757228892  757231128   2236
 472  757235579  757237913   2334
 473  757239946  757240140    194
 473  757240200  757242673   2473
 474  757243606  757244028    422
 475  757245171  757249215   4044
 476  757249259  757250653   1394
 476  757251253  757257023   5770
 476  757257623  757259928   2305
 477  757261068  757263393   2325
 477  757263993  757267968   3975
 478  757269468  757269763    295
 478  757270363  757271328    965
 479  757273306  757275168   1862
 480  757277890  757278180    290
 480  757278240  757282503   4263
 480  757283103  757287180   4077
 480  757287240  757288128    888
 481  757291429  757291860    431
 481  757291920  757293900   1980
 481  757293960  757294573    613
 482  757296120  757296360    240
 482  757296480  757296960    480
 482  757297020  757297440    420
 483  757298266  757300980   2714
 483  757301100  757301613    513
 483  757302213  757302433    220
 484  757306427  757307983   1556
 484  757308583  757309740   1157
 484  757309800  757312320   2520
 484  757312440  757313580   1140
 484  757313640  757314000    360
 484  757314060  757314353    293
 484  757315140  757317540   2400
 484  757317600  757318680   1080
 484  757318740  757320723   1983
 484  757321323  757321740    417
 484  757321800  757324244   2444
 485  757325206  757325473    267
 486  757330336  757333463   3127
 486  757334063  757335420   1357
 486  757335480  757336140    660
 486  757336620  757337823   1203
 487  757337926  757339833   1907
 487  757340433  757342068   1635
 488  757345931  757346203    272
 488  757346940  757348393   1453
